Id;Label;age;n_pubs
15522398;15522398;2;4
16201151;16201151;0;1
16222620;16222620;0;1
15522659;15522659;5;9
16386802;16386802;0;1
13948009;13948009;35;27
16694739;16694739;0;1
12605806;12605806;32;25
12587606;12587606;10;30
15461250;15461250;0;1
13650011;13650011;2;8
14192397;14192397;0;1
13272348;13272348;1;3
14149677;14149677;0;1
15565627;15565627;0;1
14150949;14150949;1;6
15965866;15965866;0;1
16271763;16271763;0;1
16433748;16433748;1;3
16508186;16508186;0;1
16512755;16512755;0;1
16949651;16949651;0;1
16968071;16968071;0;1
13935331;13935331;19;74
13969037;13969037;2;2
14021096;14021096;6;10
15545243;15545243;8;6
14177927;14177927;3;3
14238359;14238359;1;2
14270865;14270865;0;1
16939996;16939996;0;1
12696817;12696817;1;2
16998791;16998791;15;63
17018462;17018462;0;1
14773927;14773927;12;10
15003891;15003891;0;1
15305501;15305501;4;9
15862626;15862626;3;4
15519318;15519318;8;12
13299312;13299312;6;19
14188129;14188129;8;24
15461251;15461251;0;1
16527207;16527207;11;7
16549686;16549686;36;107
16940892;16940892;0;1
16982523;16982523;3;3
17044925;17044925;37;202
17243184;17243184;6;24
14224665;14224665;3;3
14627018;14627018;1;2
13252161;13252161;0;1
13254869;13254869;1;2
13262271;13262271;6;4
13269877;13269877;0;1
13404745;13404745;4;8
13440963;13440963;8;4
14099874;14099874;2;10
14348315;14348315;24;129
14423923;14423923;8;9
14705520;14705520;0;1
14893743;14893743;20;141
16508435;16508435;0;1
16953512;16953512;10;11
16960732;16960732;3;15
15217753;15217753;6;28
16147818;16147818;26;32
17222048;17222048;0;2
17354201;17354201;0;1
17435057;17435057;1;3
14802280;14802280;0;1
15311510;15311510;3;3
16652969;16652969;0;1
14467639;14467639;0;1
14504221;14504221;7;8
10882162;10882162;13;38
13022444;13022444;0;1
16508296;16508296;0;1
16715082;16715082;3;4
16990584;16990584;5;6
17269751;17269751;14;16
13998720;13998720;4;5
14055008;14055008;4;12
15948328;15948328;0;1
17053346;17053346;24;17
17052533;17052533;2;3
17276849;17276849;11;25
17408954;17408954;0;1
15479790;15479790;2;3
16100258;16100258;5;10
16441789;16441789;21;85
16482101;16482101;0;1
17003946;17003946;1;4
17267838;17267838;0;1
17318140;17318140;6;10
17351434;17351434;3;3
17460230;17460230;13;10
17550963;17550963;19;24
17740862;17740862;5;3
17885885;17885885;2;4
17899264;17899264;7;9
18117183;18117183;1;2
18132642;18132642;0;1
18134363;18134363;0;1
18015539;18015539;0;1
18073567;18073567;0;2
18102020;18102020;0;1
18124705;18124705;17;89
18184544;18184544;7;14
18198977;18198977;3;2
18277566;18277566;0;1
18282080;18282080;3;5
18287996;18287996;0;1
17252593;17252593;10;8
17260198;17260198;2;8
17373074;17373074;1;3
17414505;17414505;3;4
17417262;17417262;0;1
17421074;17421074;0;1
17431585;17431585;2;4
16469381;16469381;2;2
16510044;16510044;0;1
16480464;16480464;0;1
17572956;17572956;26;51
15997915;15997915;21;11
16657959;16657959;6;8
15035761;15035761;0;1
17269582;17269582;0;1
17361401;17361401;1;2
17380504;17380504;2;5
17639889;17639889;8;13
17658758;17658758;2;2
17832117;17832117;10;17
17874367;17874367;5;13
17461309;17461309;0;1
17461678;17461678;0;1
17572114;17572114;3;3
17584981;17584981;5;2
17707749;17707749;0;1
15174544;15174544;5;4
15492486;15492486;0;1
17833579;17833579;0;1
17835820;17835820;0;1
17978625;17978625;0;2
17991747;17991747;9;4
18026826;18026826;6;2
18045959;18045959;0;1
18075357;18075357;17;84
18131360;18131360;2;3
18159922;18159922;1;4
17391411;17391411;2;2
13083114;13083114;0;1
13196358;13196358;8;7
16323819;16323819;7;10
13721864;13721864;0;1
13758500;13758500;1;4
13760338;13760338;0;1
13891528;13891528;0;1
16508436;16508436;0;1
13928396;13928396;1;2
13938660;13938660;0;1
16533061;16533061;15;2
14141107;14141107;8;11
14187840;14187840;6;15
16693442;16693442;1;2
17348061;17348061;1;3
16758420;16758420;0;2
12589221;12589221;0;1
15913629;15913629;0;1
16961837;16961837;13;15
15641660;15641660;3;3
14772367;14772367;29;146
14896686;14896686;12;16
14940897;14940897;0;1
18103846;18103846;0;1
18194360;18194360;3;2
18267475;18267475;1;2
18372046;18372046;0;1
18479323;18479323;0;1
18523677;18523677;4;13
18234320;18234320;11;7
18275985;18275985;0;1
18290323;18290323;0;1
18507234;18507234;6;30
18528190;18528190;0;1
18217013;18217013;5;6
18323737;18323737;3;6
18331111;18331111;1;3
18393715;18393715;0;1
18611244;18611244;0;1
18696462;18696462;6;7
18469885;18469885;0;1
18490575;18490575;0;1
18758441;18758441;5;9
17655386;17655386;0;1
17679050;17679050;16;30
17829248;17829248;0;1
17879302;17879302;0;1
17941502;17941502;5;6
17983011;17983011;7;10
17984883;17984883;1;2
18046065;18046065;0;1
18060412;18060412;1;2
18173874;18173874;0;1
14969747;14969747;0;1
15140816;15140816;1;2
16468670;16468670;5;5
16936753;16936753;3;6
17290401;17290401;17;2
17477817;17477817;0;2
17687800;17687800;2;2
18738031;18738031;0;1
18769000;18769000;22;7
19145610;19145610;0;1
19007125;19007125;0;1
18940552;18940552;0;1
18790763;18790763;7;4
19173688;19173688;15;3
19176430;19176430;2;4
19178325;19178325;23;74
18665402;18665402;33;84
18686911;18686911;9;5
18714385;18714385;0;1
18912812;18912812;21;18
18921468;18921468;6;20
19022914;19022914;0;1
19041864;19041864;0;1
19058880;19058880;0;1
18404624;18404624;0;2
18435501;18435501;6;7
18451402;18451402;0;1
18663375;18663375;2;2
18769306;18769306;4;5
18775615;18775615;0;1
17709220;17709220;0;1
17747542;17747542;2;3
17814993;17814993;7;2
17950284;17950284;4;5
18007339;18007339;3;6
18026827;18026827;0;1
18740699;18740699;27;51
19001380;19001380;0;1
19224141;19224141;21;31
19226746;19226746;1;4
19043203;19043203;3;4
19265647;19265647;0;1
18102670;18102670;0;1
18147653;18147653;13;3
19196839;19196839;0;1
19228091;19228091;0;1
19391288;19391288;14;20
19224185;19224185;3;3
19510444;19510444;2;2
19530223;19530223;4;4
19619337;19619337;8;8
19639091;19639091;2;2
19648926;19648926;0;1
18857164;18857164;16;75
18870886;18870886;1;3
19041886;19041886;0;1
19041929;19041929;0;1
19151647;19151647;4;3
19174214;19174214;1;2
19218995;19218995;9;9
18087842;18087842;5;6
18228225;18228225;21;21
18284931;18284931;0;1
18389788;18389788;1;2
18215714;18215714;0;1
18408299;18408299;0;1
18438851;18438851;1;3
18453400;18453400;0;1
18510211;18510211;0;1
18703143;18703143;3;3
19421471;19421471;1;2
19426151;19426151;2;2
19427891;19427891;6;4
19895888;19895888;6;4
19297306;19297306;0;2
19305862;19305862;3;2
19259107;19259107;10;8
19401631;19401631;2;5
19422598;19422598;16;31
19445469;19445469;10;9
19459973;19459973;0;1
18410258;18410258;16;59
18411294;18411294;0;1
18438352;18438352;0;1
18473715;18473715;19;49
18606247;18606247;0;1
18717219;18717219;9;6
18775612;18775612;0;4
18774505;18774505;0;1
18808840;18808840;2;2
18840015;18840015;9;13
18882540;18882540;0;1
19068275;19068275;36;149
19091278;19091278;0;1
19098157;19098157;3;6
19167279;19167279;12;53
19195734;19195734;11;32
19368942;19368942;0;1
19521885;19521885;35;147
18881131;18881131;0;1
18883289;18883289;0;1
18912069;18912069;0;1
18931790;18931790;0;1
19280446;19280446;0;1
19388291;19388291;10;5
19423016;19423016;0;1
19429068;19429068;0;1
19479908;19479908;2;3
19491139;19491139;4;16
19503153;19503153;3;5
19510309;19510309;8;16
19806611;19806611;0;1
19831411;19831411;0;1
19906166;19906166;3;5
19918166;19918166;4;5
19925886;19925886;3;4
19628986;19628986;0;1
19679953;19679953;3;5
19706491;19706491;17;28
19719200;19719200;0;1
19720095;19720095;1;2
19774952;19774952;0;1
19776056;19776056;0;1
19793938;19793938;0;1
19806899;19806899;0;1
19831674;19831674;0;1
19968416;19968416;0;1
19744701;19744701;2;7
19777657;19777657;0;1
19984154;19984154;26;83
19882354;19882354;13;28
20025657;20025657;16;62
19926991;19926991;0;1
19941429;19941429;0;1
19997619;19997619;7;8
20010870;20010870;0;1
20016420;20016420;6;14
20019645;20019645;0;1
20030088;20030088;0;1
20130196;20130196;6;12
20250394;20250394;0;1
20267457;20267457;0;1
20324164;20324164;6;2
19729073;19729073;5;24
19740170;19740170;5;12
19790005;19790005;0;1
19833326;19833326;0;1
20006401;20006401;2;2
20046264;20046264;4;7
20194438;20194438;0;3
20197178;20197178;0;1
20287560;20287560;0;1
20306269;20306269;0;1
20060029;20060029;0;1
20252875;20252875;0;1
20287522;20287522;0;1
20355506;20355506;0;1
20377987;20377987;21;21
20384485;20384485;24;21
20409640;20409640;0;3
19997533;19997533;1;2
20128444;20128444;0;1
20147594;20147594;3;28
20231607;20231607;0;2
20267456;20267456;0;1
20268475;20268475;0;1
20073700;20073700;30;45
20101626;20101626;2;4
20169581;20169581;5;16
20197175;20197175;23;6
20204191;20204191;4;3
20230932;20230932;2;2
20255282;20255282;0;1
20267382;20267382;0;1
20284815;20284815;0;1
20295775;20295775;0;1
20335701;20335701;7;5
20378085;20378085;36;92
20209561;20209561;21;8
20302731;20302731;0;1
20379086;20379086;1;2
20655874;20655874;0;1
20500312;20500312;2;3
20505662;20505662;28;95
20677362;20677362;0;1
20887023;20887023;1;2
20804664;20804664;19;29
20700185;20700185;0;1
20734010;20734010;0;1
20844796;20844796;0;1
20894082;20894082;0;1
20435898;20435898;0;1
20462870;20462870;3;2
20464308;20464308;21;34
20698118;20698118;0;1
20720471;20720471;3;3
20803940;20803940;3;2
19807160;19807160;0;1
19962416;19962416;11;15
20070580;20070580;0;1
20147583;20147583;2;3
20839664;20839664;0;2
20866468;20866468;3;2
20873106;20873106;12;34
20889593;20889593;6;5
21113998;21113998;0;1
21258208;21258208;15;17
21034834;21034834;1;2
21060591;21060591;0;1
21109273;21109273;2;9
21178329;21178329;4;4
21222585;21222585;3;2
21245445;21245445;0;1
21386533;21386533;0;1
20507823;20507823;21;207
20526093;20526093;7;7
20539412;20539412;0;2
20727742;20727742;14;40
20744003;20744003;6;7
20757944;20757944;0;1
20273402;20273402;0;1
20287142;20287142;0;1
20297661;20297661;0;1
20318617;20318617;0;1
20510754;20510754;16;40
20644009;20644009;0;1
20999801;20999801;2;2
21119938;21119938;3;2
21131740;21131740;1;4
21153162;21153162;0;1
21155495;21155495;0;1
21303678;21303678;0;1
21311221;21311221;18;67
20924882;20924882;1;2
21001426;21001426;1;2
21155567;21155567;0;1
21218086;21218086;13;18
21342311;21342311;2;3
21039056;21039056;2;5
21060565;21060565;0;1
21134465;21134465;3;7
21200579;21200579;2;4
21440495;21440495;0;1
21627007;21627007;4;5
21323143;21323143;10;11
21770886;21770886;0;1
21860901;21860901;1;6
21874755;21874755;2;2
21404973;21404973;1;3
21624090;21624090;0;1
21694735;21694735;0;1
21705867;21705867;0;1
21824006;21824006;12;48
21880294;21880294;22;74
20859835;20859835;12;20
21085585;21085585;11;24
21346870;21346870;3;3
21443770;21443770;2;2
21652056;21652056;0;1
21726260;21726260;0;1
21213503;21213503;5;4
21243796;21243796;2;4
21399513;21399513;0;1
21520011;21520011;0;1
21265394;21265394;5;4
21417708;21417708;20;6
21427385;21427385;2;3
21511968;21511968;0;1
21635689;21635689;18;17
21334728;21334728;0;1
21421325;21421325;0;1
21454349;21454349;2;3
21494166;21494166;0;1
21547108;21547108;0;1
21665266;21665266;0;1
21669680;21669680;4;4
21620294;21620294;1;4
21629354;21629354;18;16
21691790;21691790;0;1
21712339;21712339;0;1
21750382;21750382;2;3
21836175;21836175;7;8
21960024;21960024;18;13
21972158;21972158;5;8
21864012;21864012;0;2
22188125;22188125;2;5
22183445;22183445;0;1
24517686;24517686;5;5
21391043;21391043;3;4
21558803;21558803;15;46
21630199;21630199;0;2
21712260;21712260;0;1
24365089;24365089;0;1
22368353;22368353;6;9
24251320;24251320;3;3
24220329;24220329;4;2
24152073;24152073;0;1
24043584;24043584;7;4
24043409;24043409;3;5
23974587;23974587;5;5
23907137;23907137;0;1
23699878;23699878;0;1
23654711;23654711;6;31
23605082;23605082;0;1
23590578;23590578;4;7
23558924;23558924;0;1
23533890;23533890;0;1
23505803;23505803;5;5
23454729;23454729;0;1
23387922;23387922;5;5
23351445;23351445;5;9
22825035;22825035;0;1
22803647;22803647;0;1
22730920;22730920;0;1
22682949;22682949;8;17
22526226;22526226;0;1
22414754;22414754;8;10
21908506;21908506;31;280
24460600;24460600;8;12
24287456;24287456;4;9
24097587;24097587;19;23
24086772;24086772;0;1
24002742;24002742;4;6
23975119;23975119;0;1
23965055;23965055;23;172
23883184;23883184;0;1
23871986;23871986;3;2
23606107;23606107;3;3
23310312;23310312;0;1
23255279;23255279;0;1
23220451;23220451;2;4
23122383;23122383;21;95
22916098;22916098;4;4
22806515;22806515;0;1
22464194;22464194;0;1
24221188;24221188;0;1
24160311;24160311;3;11
24119367;24119367;1;3
24117529;24117529;0;2
24112892;24112892;0;1
24105329;24105329;0;1
24099713;24099713;3;3
23918151;23918151;0;1
23693374;23693374;0;1
23467890;23467890;5;7
23457923;23457923;0;1
23438601;23438601;0;1
23273658;23273658;1;2
23256535;23256535;0;1
23255674;23255674;0;1
23217302;23217302;2;4
23060474;23060474;22;22
23045123;23045123;1;2
23015007;23015007;0;1
22888361;22888361;4;4
22866108;22866108;0;1
22757744;22757744;1;3
22757535;22757535;0;1
22685012;22685012;5;7
22646406;22646406;0;1
22445622;22445622;1;2
22417705;22417705;0;1
22414470;22414470;12;30
22298979;22298979;0;1
22217087;22217087;7;13
22001032;22001032;0;1
22042129;22042129;0;1
22061768;22061768;1;2
23890225;23890225;0;1
23870591;23870591;5;4
23559654;23559654;4;6
23459881;23459881;0;1
23372109;23372109;15;27
23371005;23371005;29;76
23125148;23125148;0;1
22910141;22910141;4;5
22849223;22849223;13;33
22665338;22665338;1;2
22430225;22430225;0;1
22371030;22371030;38;374
22340696;22340696;8;34
22246204;22246204;0;1
22172321;22172321;1;4
21852694;21852694;0;1
21937425;21937425;1;4
22053578;22053578;0;1
22195484;22195484;4;12
22298163;22298163;0;1
24179642;24179642;0;1
24660626;24660626;14;39
24680271;24680271;2;3
24732556;24732556;0;1
24284991;24284991;4;8
24196501;24196501;0;1
23895091;23895091;0;1
23612284;23612284;0;1
24491809;24491809;4;2
24640067;24640067;3;7
24663545;24663545;0;1
24758137;24758137;12;6
24758138;24758138;4;2
24826693;24826693;1;3
24663307;24663307;0;1
24947798;24947798;0;1
24742257;24742257;4;3
24763247;24763247;0;1
24635874;24635874;0;1
24916133;24916133;5;12
24641656;24641656;6;6
25195065;25195065;4;9
25220278;25220278;0;2
25455715;25455715;3;10
25607061;25607061;10;7
25714966;25714966;2;2
25768469;25768469;0;1
25773819;25773819;0;1
25875404;25875404;6;5
25910266;25910266;0;1
25921321;25921321;0;1
26008168;26008168;0;1
26060235;26060235;1;2
22254720;22254720;0;1
22181335;22181335;6;5
24513976;24513976;3;5
24626067;24626067;0;1
24638284;24638284;38;104
24689026;24689026;3;4
24809956;24809956;22;112
24863785;24863785;0;1
24917001;24917001;3;6
24963625;24963625;0;2
25321543;25321543;0;2
25481013;25481013;0;1
25532036;25532036;8;3
25542596;25542596;10;32
25636656;25636656;11;5
25724026;25724026;28;26
25815061;25815061;0;1
24687223;24687223;3;2
24957608;24957608;24;180
26574063;26574063;5;9
26587299;26587299;29;126
24647149;24647149;0;1
24760991;24760991;0;1
24856262;24856262;0;1
25309804;25309804;0;1
25540463;25540463;0;1
25638138;25638138;0;1
25925385;25925385;8;17
25979463;25979463;1;4
25995175;25995175;0;1
26013391;26013391;7;10
26111702;26111702;0;1
23035333;23035333;3;5
24626061;24626061;0;1
24635668;24635668;5;4
24660940;24660940;1;2
24441118;24441118;13;20
24402681;24402681;0;1
24149454;24149454;0;1
24087399;24087399;0;1
24000896;24000896;5;11
23863638;23863638;2;4
23860647;23860647;0;2
23591994;23591994;0;1
23555244;23555244;9;8
23403227;23403227;0;1
23373793;23373793;0;1
22934240;22934240;18;69
22845046;22845046;1;6
22818073;22818073;15;15
22747028;22747028;37;134
22721609;22721609;0;1
22666089;22666089;0;1
22620215;22620215;0;1
22447758;22447758;0;1
26685038;26685038;0;1
22220216;22220216;10;14
24861203;24861203;0;1
24644811;24644811;11;34
24685237;24685237;34;37
24855824;24855824;0;1
24850125;24850125;0;1
25113963;25113963;3;7
25152503;25152503;0;1
25442650;25442650;10;3
25516668;25516668;0;1
25590954;25590954;0;1
25594480;25594480;7;12
25621874;25621874;0;1
25732960;25732960;1;2
25822240;25822240;2;5
26098778;26098778;4;4
26150054;26150054;1;2
26180187;26180187;7;6
26368318;26368318;0;1
26380249;26380249;17;15
26512237;26512237;0;1
26718769;26718769;0;1
26582831;26582831;2;8
26301827;26301827;0;1
26393362;26393362;7;3
26112590;26112590;0;1
26141593;26141593;0;1
26823863;26823863;0;1
24827000;24827000;1;2
27235498;27235498;2;3
25119059;25119059;5;4
25825202;25825202;0;2
25899772;25899772;1;4
26302935;26302935;0;1
26352603;26352603;0;1
26410665;26410665;6;8
26508238;26508238;0;1
26530291;26530291;6;3
22075384;22075384;0;1
26292898;26292898;8;22
27072593;27072593;0;1
26616988;26616988;0;1
26854231;26854231;4;15
27158336;27158336;7;6
26884988;26884988;0;1
26893044;26893044;0;2
26504668;26504668;0;1
26506472;26506472;15;24
26985784;26985784;14;66
28201633;28201633;9;10
28205764;28205764;0;1
26831077;26831077;0;1
26890258;26890258;4;6
27106067;27106067;5;3
27174187;27174187;1;3
27390913;27390913;13;4
27396678;27396678;0;1
27477164;27477164;3;2
27614608;27614608;11;36
27705690;27705690;1;2
27791309;27791309;0;1
27853562;27853562;20;101
27965621;27965621;13;36
27972775;27972775;1;3
27978691;27978691;27;155
28073247;28073247;8;14
28074351;28074351;26;28
28177520;28177520;3;3
28181413;28181413;29;55
22214336;22214336;21;100
22206147;22206147;0;1
24166483;24166483;0;1
24134881;24134881;0;1
24564593;24564593;0;1
27001338;27001338;8;6
24962600;24962600;0;1
24990325;24990325;11;4
25064143;25064143;16;12
25397023;25397023;0;1
25436682;25436682;3;5
25465679;25465679;0;1
25517369;25517369;9;26
25627788;25627788;0;2
25812127;25812127;1;2
28152322;28152322;0;1
25853893;25853893;0;1
25910781;25910781;9;18
25910782;25910782;0;1
25931002;25931002;2;3
25978401;25978401;0;1
25982177;25982177;0;1
26020064;26020064;4;7
26232630;26232630;20;24
26411936;26411936;31;12
26951148;26951148;0;1
26994618;26994618;0;1
27109969;27109969;3;4
26662026;26662026;0;1
26690236;26690236;7;12
26729505;26729505;0;1
27102202;27102202;17;9
27447237;27447237;35;101
27477957;27477957;5;12
27635987;27635987;0;1
27790520;27790520;10;13
27811369;27811369;1;2
28371010;28371010;0;1
27961179;27961179;0;1
22320070;22320070;0;1
22350111;22350111;0;1
23387930;23387930;0;1
23454728;23454728;0;1
23932372;23932372;0;1
24275562;24275562;18;80
25190963;25190963;15;6
24868840;24868840;0;1
24864985;24864985;0;1
25346655;25346655;10;7
25378586;25378586;11;15
24611082;24611082;0;1
24221121;24221121;0;1
24085367;24085367;0;1
24056494;24056494;0;1
24017154;24017154;0;1
23894954;23894954;1;5
23752112;23752112;0;1
23700854;23700854;0;1
23606719;23606719;2;5
23567011;23567011;1;2
26287660;26287660;37;142
23335050;23335050;0;1
23095001;23095001;0;1
23054718;23054718;0;1
22929174;22929174;0;2
22795463;22795463;0;1
22783942;22783942;5;7
22769059;22769059;0;1
22727479;22727479;0;1
22480885;22480885;2;4
27023476;27023476;0;1
25416041;25416041;0;1
25481536;25481536;0;1
26064921;26064921;2;5
26210686;26210686;3;2
27178856;27178856;0;1
28532046;28532046;7;10
27262033;27262033;3;7
27317485;27317485;0;1
27849560;27849560;5;6
28007960;28007960;38;222
27239385;27239385;12;23
26910083;26910083;29;7
26287675;26287675;0;1
28639966;28639966;28;22
27376861;27376861;0;1
28744809;28744809;19;142
27530617;27530617;17;17
27628694;27628694;4;9
27667334;27667334;0;1
27855380;27855380;0;1
28027050;28027050;12;12
28082529;28082529;0;1
28115762;28115762;1;4
28217740;28217740;5;3
28234947;28234947;6;14
28265695;28265695;9;6
28287232;28287232;5;3
28344247;28344247;19;5
28371194;28371194;0;1
28402546;28402546;6;10
28433432;28433432;0;1
28553294;28553294;7;18
28378785;28378785;21;44
28391640;28391640;5;4
28772467;28772467;0;1
27265803;27265803;18;27
27421999;27421999;3;2
22377462;22377462;0;2
27233938;27233938;2;3
24631363;24631363;4;7
24501364;24501364;1;2
25361113;25361113;0;3
27881914;27881914;0;1
27882264;27882264;0;1
28152305;28152305;1;2
28176501;28176501;0;1
28187608;28187608;3;7
28242417;28242417;2;6
28301252;28301252;7;11
28478263;28478263;8;4
28486158;28486158;0;2
28509281;28509281;3;4
28509381;28509381;0;1
28616048;28616048;6;7
28625165;28625165;4;5
28648829;28648829;4;6
28681194;28681194;11;14
28682053;28682053;20;93
28707323;28707323;26;9
28772944;28772944;0;1
29202890;29202890;6;30
29204362;29204362;0;1
29234469;29234469;3;4
29296203;29296203;0;1
29310584;29310584;0;1
28421627;28421627;0;1
29090259;29090259;0;1
28659044;28659044;0;1
28678132;28678132;0;1
29296210;29296210;0;1
27738574;27738574;1;2
29112941;29112941;7;11
29144826;29144826;9;12
29075660;29075660;0;1
29096650;29096650;1;2
29132348;29132348;22;52
29164225;29164225;2;7
27174563;27174563;13;14
27300204;27300204;22;9
27139867;27139867;37;48
28473938;28473938;2;4
28622814;28622814;16;48
28706092;28706092;0;1
28723072;28723072;0;1
27631012;27631012;10;37
29050668;29050668;0;1
27344678;27344678;0;1
27402434;27402434;11;11
27519875;27519875;0;1
